route,stops,early,on_time,late,total,early %,on_time %,late %
18,Takoma Langley Park Transit Center Bus Bay B,17,554,34,605,0.03,0.92,0.06
18,Addison Rd Metrorail Station,169,403,7,579,0.29,0.7,0.01
18,Columbia Park Rd at Marshall Pl,154,875,235,1264,0.12,0.69,0.19
18,Cheverly Metrorail Station Bay D,186,840,254,1280,0.15,0.66,0.2
18,23rd Ave at Lewisdale Dr,177,813,286,1276,0.14,0.64,0.22
18,Bladensburg Rd at 38th St,250,820,210,1280,0.2,0.64,0.16
18,Hamilton St at 38th St,258,795,219,1272,0.2,0.62,0.17
18,PG Plaza,275,799,209,1283,0.21,0.62,0.16
18,Addison Rd Metrorail - Arrival,197,472,198,867,0.23,0.54,0.23
18,Takoma Langley Park Transit Center Bus Bay B (hidden arrival),128,324,205,657,0.19,0.49,0.31
